event_id,event_date,event_time,event_body,event_location,event_item_id,agenda_number,agenda_sequence,title,matter_file,matter_type,matter_status,matter_id,matter_title,matter_intro_date,matter_enactment_number,matter_requester,matter_body_name,passed,vote_type,consent,tally,mover,seconder,roll_call_flag,socrata_item_number,socrata_agenda_info,socrata_final_action,agenda_link,minutes_link,video_link,attachment_links,Adam  Bazaldua,Cara Mendelsohn,Carolyn King Arnold,Chad West,Eric Johnson,Gay Donnell Willis,Jaime Resendez,Jaynie Shultz,Jesse Moreno,Kathy Stewart,Omar Narvaez,Paul Ridley,Paula Blackmon,Tennell  Atkins,Zarin Gracey
2570,2023-10-11,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",71610,1.,17,"Approval of Minutes of the September 27, 2023 City Council Meeting",23-2508,VOTING AGENDA,Approved,15231,"Approval of Minutes of the September 27, 2023 City Council Meeting",2023-09-18,23-1382; APPROVED,City Secretary's Office (SEC),City Secretary's Office,1,Socrata Roll Call,,,,,0,1,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/10/2570_A_City_Council_23-10-11_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/101123Min.pdf,https://dallastx.new.swagit.com/videos/274274,,YES,YES,YES,YES,YES,YES,ABSNT,YES,YES,YES,AWVT,YES,YES,YES,YES
2570,2023-10-11,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",71534,2.,20,"Authorize payment of (1) annual membership fees and continuation of arrangements for providing specialized municipal-related services to Forrester Research, Inc. in an amount not to exceed $1,232,014.25; (2) annual membership fees and continuation of arrangements for providing specialized municipal-related services to Water Research Foundation in an amount not to exceed $413,381.00; (3) annual membership fees and continuation of arrangements for providing specialized municipal-related services to Oncor Cities Steering Committee in an amount not to exceed $147,955.00; (4) annual membership fees and continuation of arrangements for providing specialized municipal-related services to North Central Texas Council of Governments in an amount not to exceed $132,627.80; (5) annual membership fees and continuation of arrangements for the Texas Municipal League in an amount not to exceed $63,731.00; and (6) Supplemental Agreement No. 1 to increase the three year annual membership fees and continuation of arrangements for providing specialized municipal-related services to Gartner, lnc. in an amount not to exceed $871,890$892,850.00, from $4,097,985.00 to $4,969,875$4,990,835.00 - Total not to exceed $2,861,599$2,882,559.05 - Financing: General Fund ($1,001,189$1,016,774.80) ($656,876$344,023.00 of the $1,001,189$1,016,774.80 is subject to annual appropriations), Data Services Fund ($1,447,028$1,452,403.25) ($215,014$112,882.00 out of the $1,447,028$1,452,403.25 is subject to annual appropriations), and Dallas Water Utilities Fund ($413,381.00)",23-2507,CONSENT AGENDA,Corrected; Approved,15230,"Authorize payment of (1) annual membership fees and continuation of arrangements for providing specialized municipal-related services to Forrester Research, Inc. in an amount not to exceed $1,232,014.25; (2) annual membership fees and continuation of arrangements for providing specialized municipal-related services to Water Research Foundation in an amount not to exceed $413,381.00; (3) annual membership fees and continuation of arrangements for providing specialized municipal-related services to Oncor Cities Steering Committee in an amount not to exceed $147,955.00; (4) annual membership fees and continuation of arrangements for providing specialized municipal-related services to North Central Texas Council of Governments in an amount not to exceed $132,627.80; (5) annual membership fees and continuation of arrangements for the Texas Municipal League in an amount not to exceed $63,731.00; and (6) Supplemental Agreement No. 1 to increase the three year annual membership fees and continuation of arrangements for providing specialized municipal-related services to Gartner, lnc. in an amount not to exceed $871,890$892,850.00, from $4,097,985.00 to $4,969,875$4,990,835.00 - Total not to exceed $2,861,599$2,882,559.05 - Financing: General Fund ($1,001,189$1,016,774.80) ($656,876$344,023.00 of the $1,001,189$1,016,774.80 is subject to annual appropriations), Data Services Fund ($1,447,028$1,452,403.25) ($215,014$112,882.00 out of the $1,447,028$1,452,403.25 is subject to annual appropriations), and Dallas Water Utilities Fund ($413,381.00)",2023-09-18,23-1384; CORRECTED; APPROVED,Budget and Management Services (BMS),Budget and Management Services,1,Socrata Roll Call,,,,,0,2,AGENDA,APPROVED CORRECTED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/10/2570_A_City_Council_23-10-11_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/101123Min.pdf,https://dallastx.new.swagit.com/videos/274274,https://cityofdallas.legistar1.com/cityofdallas/attachments/104d8ba6-d9ae-4171-98f1-7389e2214c3c.docx,YES,YES,YES,YES,YES,YES,ABSNT,YES,YES,YES,AWVT,YES,YES,YES,YES
2570,2023-10-11,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",71539,3.,22,"Authorize a two-year personal services contract with Burklund Consulting, LLC for state legislative and information services for the period November 1, 2023 through October 31, 2025 - Not to exceed $120,000.00 - Financing:  Dallas Water Utilities Fund",23-2395,CONSENT AGENDA,Approved,15118,"Authorize a two-year personal services contract with Burklund Consulting, LLC for state legislative and information services for the period November 1, 2023 through October 31, 2025 - Not to exceed $120,000.00 - Financing:  Dallas Water Utilities Fund",2023-09-12,23-1385; APPROVED,City Attorney's Office (ATT),City Attorney's Office,1,Socrata Roll Call,,,,,0,3,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/10/2570_A_City_Council_23-10-11_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/101123Min.pdf,https://dallastx.new.swagit.com/videos/274274,https://cityofdallas.legistar1.com/cityofdallas/attachments/74be9e95-51dc-41d1-9d27-27f547f1db1f.docx,YES,YES,YES,YES,YES,YES,ABSNT,YES,YES,YES,AWVT,YES,YES,YES,YES
2570,2023-10-11,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",71537,4.,23,"Authorize a two-year personal services contract with Campos Consulting Group for state legislative and information services for the period November 1, 2023 through October 31, 2025 - Not to exceed $186,000.00 - Financing:  General Fund (subject to annual appropriations)",23-2391,CONSENT AGENDA,Approved,15114,"Authorize a two-year personal services contract with Campos Consulting Group for state legislative and information services for the period November 1, 2023 through October 31, 2025 - Not to exceed $186,000.00 - Financing:  General Fund (subject to annual appropriations)",2023-09-12,23-1386; APPROVED,City Attorney's Office (ATT),City Attorney's Office,1,Socrata Roll Call,,,,,0,4,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/10/2570_A_City_Council_23-10-11_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/101123Min.pdf,https://dallastx.new.swagit.com/videos/274274,https://cityofdallas.legistar1.com/cityofdallas/attachments/fda7ccf9-454d-4db2-80b0-0d3132cbc54e.docx,YES,YES,YES,YES,YES,YES,ABSNT,YES,YES,YES,AWVT,YES,YES,YES,YES
2570,2023-10-11,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",71538,5.,24,"Authorize a two-year personal services contract with Kwame Walker & Associates for state legislative and information services for the period November 1, 2023 through October 31, 2025 - Not to exceed $240,000.00 - Financing:  General Fund (subject to annual appropriations)",23-2394,CONSENT AGENDA,Approved,15117,"Authorize a two-year personal services contract with Kwame Walker & Associates for state legislative and information services for the period November 1, 2023 through October 31, 2025 - Not to exceed $240,000.00 - Financing:  General Fund (subject to annual appropriations)",2023-09-12,23-1387; APPROVED,City Attorney's Office (ATT),City Attorney's Office,1,Socrata Roll Call,,,,,0,5,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/10/2570_A_City_Council_23-10-11_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/101123Min.pdf,https://dallastx.new.swagit.com/videos/274274,https://cityofdallas.legistar1.com/cityofdallas/attachments/0d94be5a-9561-43fb-8da2-c4eb88d08930.docx,YES,YES,YES,YES,YES,YES,ABSNT,YES,YES,YES,AWVT,YES,YES,YES,YES
2570,2023-10-11,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",71536,6.,25,"Authorize a two-year personal services contract with Randy C. Cain, Attorney at Law, for state legislative and information services for the period November 1, 2023 through October 31, 2025 - Not to exceed $252,000.00 - Financing:  General Fund (subject to annual appropriations)",23-2389,CONSENT AGENDA,Approved,15112,"Authorize a two-year personal services contract with Randy C. Cain, Attorney at Law, for state legislative and information services for the period November 1, 2023 through October 31, 2025 - Not to exceed $252,000.00 - Financing:  General Fund (subject to annual appropriations)",2023-09-12,23-1388; APPROVED,City Attorney's Office (ATT),City Attorney's Office,1,Socrata Roll Call,,,,,0,6,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/10/2570_A_City_Council_23-10-11_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/101123Min.pdf,https://dallastx.new.swagit.com/videos/274274,https://cityofdallas.legistar1.com/cityofdallas/attachments/aa1cb452-a52e-47f3-bb97-fcc4af9b64c6.docx,YES,YES,YES,YES,YES,YES,ABSNT,YES,YES,YES,AWVT,YES,YES,YES,YES
2570,2023-10-11,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",71672,7.,27,"A resolution amending existing deed restrictions on a property located at 1502 Pennsylvania Avenue to allow a new approved use for social and community services - Revenue: General Fund $1,000.00",23-2522,CONSENT AGENDA,Approved,15245,"A resolution amending existing deed restrictions on a property located at 1502 Pennsylvania Avenue to allow a new approved use for social and community services - Revenue: General Fund $1,000.00",2023-09-21,23-1389; APPROVED,Department of Public Works (PBW),Department of Public Works,1,Socrata Roll Call,,,,,0,7,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/10/2570_A_City_Council_23-10-11_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/101123Min.pdf,https://dallastx.new.swagit.com/videos/274274,https://cityofdallas.legistar1.com/cityofdallas/attachments/f297b530-53d3-4ae7-a2a0-1b6bc9a03b24.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/e296bf5c-070f-461f-8fdf-bc4574e01e39.pdf,YES,YES,YES,YES,YES,YES,ABSNT,YES,YES,YES,AWVT,YES,YES,YES,YES
2570,2023-10-11,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",71653,8.,28,"A resolution authorizing the execution of a mutual termination of lease agreement between the City of Dallas and Family Gateway, Inc. operating as Family Gateway Center for approximately 17,646 square feet of land and 22,500 square feet of building and improvements, located at 711 South Saint Paul Street, also known as 1722 Marilla Street, to be effective upon the execution of the mutual termination of lease agreement between the City and Family Gateway, Inc. - Financing: No cost consideration to the City",23-2517,CONSENT AGENDA,Approved,15240,"A resolution authorizing the execution of a mutual termination of lease agreement between the City of Dallas and Family Gateway, Inc. operating as Family Gateway Center for approximately 17,646 square feet of land and 22,500 square feet of building and improvements, located at 711 South Saint Paul Street, also known as 1722 Marilla Street, to be effective upon the execution of the mutual termination of lease agreement between the City and Family Gateway, Inc. - Financing: No cost consideration to the City",2023-09-21,23-1390; APPROVED,Department of Public Works (PBW),Department of Public Works,1,Socrata Roll Call,,,,,0,8,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/10/2570_A_City_Council_23-10-11_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/101123Min.pdf,https://dallastx.new.swagit.com/videos/274274,https://cityofdallas.legistar1.com/cityofdallas/attachments/5b6281a1-5f2c-4619-9401-9d5cf5a1417f.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/b100b162-89d5-48c3-8881-fb69a2f47b65.pdf,YES,YES,YES,YES,YES,YES,ABSNT,YES,YES,YES,AWVT,YES,YES,YES,YES
2570,2023-10-11,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",71545,9.,29,"Authorize (1) deposit of the amount awarded by the Special Commissioners in the condemnation proceedings styled City of Dallas v. Wilburn Alexander Jr., et al., Cause No. CC-22-00758-C, pending in Dallas County Court at Law No. 3, to acquire fee simple title of approximately 4,280 square feet of land located near the intersection of Dolphin Road and Detonte Street for the Dolphin Road from Spring Avenue to North Haskell Avenue Project; and (2) settlement of the condemnation proceeding for an amount not to exceed the awarded amount - Not to exceed $54,903.00, increased from $22,000.00 ($18,828.00, plus closing costs and title expenses not to exceed $3,172.00) to $54,903.00 ($51,731.00 being the award, plus closing costs and title expenses not to exceed $3,172.00) - Financing: Capital Projects Reimbursement Fund ($43,922.40) and Street and Transportation (A) Fund (2017 General Obligation Bond Fund) ($10,980.60)",23-2274,CONSENT AGENDA,Approved,14997,"Authorize (1) deposit of the amount awarded by the Special Commissioners in the condemnation proceedings styled City of Dallas v. Wilburn Alexander Jr., et al., Cause No. CC-22-00758-C, pending in Dallas County Court at Law No. 3, to acquire fee simple title of approximately 4,280 square feet of land located near the intersection of Dolphin Road and Detonte Street for the Dolphin Road from Spring Avenue to North Haskell Avenue Project; and (2) settlement of the condemnation proceeding for an amount not to exceed the awarded amount - Not to exceed $54,903.00, increased from $22,000.00 ($18,828.00, plus closing costs and title expenses not to exceed $3,172.00) to $54,903.00 ($51,731.00 being the award, plus closing costs and title expenses not to exceed $3,172.00) - Financing: Capital Projects Reimbursement Fund ($43,922.40) and Street and Transportation (A) Fund (2017 General Obligation Bond Fund) ($10,980.60)",2023-08-31,23-1391; APPROVED,Department of Public Works (PBW),Department of Public Works,1,Socrata Roll Call,,,,,0,9,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/10/2570_A_City_Council_23-10-11_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/101123Min.pdf,https://dallastx.new.swagit.com/videos/274274,https://cityofdallas.legistar1.com/cityofdallas/attachments/f9064bfa-5359-480b-8af7-dc2ff50feec6.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/f0ddf8c7-bb27-48e0-b8b5-eb97538341db.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/d54d14ce-8573-4c6c-978c-342fb080c853.pdf,YES,YES,YES,YES,YES,YES,ABSNT,YES,YES,YES,AWVT,YES,YES,YES,YES
2570,2023-10-11,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",71673,10.,30,"Authorize an amendment to an existing lease agreement with Ricchi Towers, LLC, to exercise a one-time renewal option to extend the lease agreement for an additional five years for approximately 1,950 square feet of office space located at 8585 North Stemmons Freeway, Suite S-525, to be used by the Dallas Police Department's Psychological Services Unit for the period November 1, 2023 through October 31, 2028 - Not to exceed $185,250.00 - Financing: General Fund (subject to annual appropriations)",23-2521,CONSENT AGENDA,Approved,15244,"Authorize an amendment to an existing lease agreement with Ricchi Towers, LLC, to exercise a one-time renewal option to extend the lease agreement for an additional five years for approximately 1,950 square feet of office space located at 8585 North Stemmons Freeway, Suite S-525, to be used by the Dallas Police Department's Psychological Services Unit for the period November 1, 2023 through October 31, 2028 - Not to exceed $185,250.00 - Financing: General Fund (subject to annual appropriations)",2023-09-21,23-1392; APPROVED,Department of Public Works (PBW),Department of Public Works,1,Socrata Roll Call,,,,,0,10,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/10/2570_A_City_Council_23-10-11_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/101123Min.pdf,https://dallastx.new.swagit.com/videos/274274,https://cityofdallas.legistar1.com/cityofdallas/attachments/962483fa-19da-455e-a29c-96ac6f23bc3b.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/ca65071e-88f5-4d0a-b2b2-db58280f797a.pdf,YES,YES,YES,YES,YES,YES,ABSNT,YES,YES,YES,AWVT,YES,YES,YES,YES
