event_id,event_date,event_time,event_body,event_location,event_item_id,agenda_number,agenda_sequence,title,matter_file,matter_type,matter_status,matter_id,matter_title,matter_intro_date,matter_enactment_number,matter_requester,matter_body_name,passed,vote_type,consent,tally,mover,seconder,roll_call_flag,socrata_item_number,socrata_agenda_info,socrata_final_action,agenda_link,minutes_link,video_link,attachment_links,Adam  Medrano,Adam Bazaldua,B. Adam McGough,Cara Mendelsohn,Carolyn King Arnold,Casey Thomas II,Chad West,David Blewett,Eric Johnson,Jaime Resendez,Jennifer S.  Gates,Lee M. Kleinman,Omar Narvaez,Paula Blackmon,Tennell Atkins
,2020-08-05,,City Council,,,1,,"Approval of Minutes of the June 17, 2020 City Council Special and Briefing Meeting",,,,,,,,,,1,Socrata Roll Call,,,,,0,1,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2020/080520Min.pdf,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
,2020-08-05,,City Council,,,2,,"Consideration of appointments to boards and commissions and the evaluation and duties of board and commission members (List of nominees is available in the City Secretary's Office)
[Ejike E. Okpa II to the Community Police Oversight Board]",,,,,,,,,,1,Socrata Roll Call,,,,,0,2,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2020/080520Min.pdf,,,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,YES,YES,YES,YES
1659,2020-08-12,9:00 AM,City Council,"Council Chambers, City Hall",38403,1.,16,"Approval of Minutes of the June 24, 2020 City Council Meeting",20-1374,VOTING AGENDA,Approved,6305,"Approval of Minutes of the June 24, 2020 City Council Meeting",2020-07-20,20-1122; APPROVED,N/A,City Manager's Office,1,Socrata Roll Call,,,,,0,1,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2020/8/1659_A_City_Council_20-08-12_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2020/081220Min.pdf,https://dallastx.new.swagit.com/videos/201934,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
1659,2020-08-12,9:00 AM,City Council,"Council Chambers, City Hall",38406,2.,19,"A resolution authorizing the submission by the Records Management Officer of the City of Dallas, Declaration of Compliance with the Records Scheduling Requirements of the Local Government Records Act form (Form SLR 508) to the director and librarian of the Texas State Library and Archives Commission on behalf of the City of Dallas - Financing: No cost consideration to the City",20-1334,CONSENT AGENDA,Approved,6265,"A resolution authorizing the submission by the Records Management Officer of the City of Dallas, Declaration of Compliance with the Records Scheduling Requirements of the Local Government Records Act form (Form SLR 508) to the director and librarian of the Texas State Library and Archives Commission on behalf of the City of Dallas - Financing: No cost consideration to the City",2020-07-14,20-1124; APPROVED,City Secretary's Office (SEC),City Secretary's Office,1,Socrata Roll Call,,,,,0,2,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2020/8/1659_A_City_Council_20-08-12_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2020/081220Min.pdf,https://dallastx.new.swagit.com/videos/201934,https://cityofdallas.legistar1.com/cityofdallas/attachments/b4ca0539-768c-4abf-a539-59e30950d95a.docx,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
1659,2020-08-12,9:00 AM,City Council,"Council Chambers, City Hall",38622,3.,21,"A resolution authorizing the preparation of plans and the payment of potential future costs and expenses for the issuances of (1) General Obligation Refunding and Improvement Bonds, Series 2020A in an amount not to exceed $232,000,000; (2) General Obligation Refunding Bonds, Taxable Series 2020B in an amount not to exceed $80,000,000; and (3) Equipment Acquisition Contractual Obligation Notes, Series 2020B in an amount not to exceed $28,000,000 - Financing: This action has no cost consideration to the City (see Fiscal Information for potential future costs)",20-1405,CONSENT AGENDA,Approved,6336,"A resolution authorizing the preparation of plans and the payment of potential future costs and expenses for the issuances of (1) General Obligation Refunding and Improvement Bonds, Series 2020A in an amount not to exceed $232,000,000; (2) General Obligation Refunding Bonds, Taxable Series 2020B in an amount not to exceed $80,000,000; and (3) Equipment Acquisition Contractual Obligation Notes, Series 2020B in an amount not to exceed $28,000,000 - Financing: This action has no cost consideration to the City (see Fiscal Information for potential future costs)",2020-07-23,20-1125; APPROVED,City Controller's Office (CCO),City Controller's Office,1,Socrata Roll Call,,,,,0,3,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2020/8/1659_A_City_Council_20-08-12_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2020/081220Min.pdf,https://dallastx.new.swagit.com/videos/201934,https://cityofdallas.legistar1.com/cityofdallas/attachments/83eca927-c0ae-4fe9-a546-6e74a56b7397.docx|https://cityofdallas.legistar1.com/cityofdallas/attachments/f5c9ce8b-4963-4be9-98c7-c30249504a53.pdf,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
1659,2020-08-12,9:00 AM,City Council,"Council Chambers, City Hall",38408,4.,24,"Authorize (1) an application for and acceptance of an Other Transaction Agreement in the amount of $280,408.00 from the Transportation Security Administration (TSA) (Agreement No. 70T01020T9NCKP166) for airport reimbursement of COVID-19-related cleaning costs and sanitation activities at Dallas Love Field Airport for the period June 9, 2020 through December 31, 2020; (2) the establishment of appropriations in an amount not to exceed $280,408.00 in the TSA COVID-19 Cleaning & Sanitization Activities Fund; (3) the receipt and deposit of funds in an amount not to exceed $280,408.00 in the TSA COVID-19 Cleaning & Sanitization Activities Fund; and (4) execution of an Other Transaction Agreement with the TSA and all terms, conditions and documents required by the agreement - Not to exceed $280,408.00 - Financing: Transportation Security Administration CARES Act Funds",20-1317,CONSENT AGENDA,Approved,6248,"Authorize (1) an application for and acceptance of an Other Transaction Agreement in the amount of $280,408.00 from the Transportation Security Administration (TSA) (Agreement No. 70T01020T9NCKP166) for airport reimbursement of COVID-19-related cleaning costs and sanitation activities at Dallas Love Field Airport for the period June 9, 2020 through December 31, 2020; (2) the establishment of appropriations in an amount not to exceed $280,408.00 in the TSA COVID-19 Cleaning & Sanitization Activities Fund; (3) the receipt and deposit of funds in an amount not to exceed $280,408.00 in the TSA COVID-19 Cleaning & Sanitization Activities Fund; and (4) execution of an Other Transaction Agreement with the TSA and all terms, conditions and documents required by the agreement - Not to exceed $280,408.00 - Financing: Transportation Security Administration CARES Act Funds",2020-07-07,20-1126; APPROVED,Department of Aviation (AVI),Department of Aviation,1,Socrata Roll Call,,,,,0,4,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2020/8/1659_A_City_Council_20-08-12_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2020/081220Min.pdf,https://dallastx.new.swagit.com/videos/201934,https://cityofdallas.legistar1.com/cityofdallas/attachments/1bcb0264-4314-458c-833e-0f6b4b4164c9.docx,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
1659,2020-08-12,9:00 AM,City Council,"Council Chambers, City Hall",38410,5.,26,"Authorize an amendment to the housing development loan with Dallas Area Habitat for Humanity to (1) extend the completion date from August 31, 2017 to December 31, 2020 to resolve Davis Bacon compliance issues; and (2) change the funding information for final payment to close out the project - Financing: This action has no cost consideration to the City (see Fiscal Information)",20-892,CONSENT AGENDA,Approved,5825,"Authorize an amendment to the housing development loan with Dallas Area Habitat for Humanity to (1) extend the completion date from August 31, 2017 to December 31, 2020 to resolve Davis Bacon compliance issues; and (2) change the funding information for final payment to close out the project - Financing: This action has no cost consideration to the City (see Fiscal Information)",2020-04-29,20-1127; APPROVED,Housing & Neighborhood Revitalization (HOU),Department of Housing & Neighborhood Revitalization,1,Socrata Roll Call,,,,,0,5,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2020/8/1659_A_City_Council_20-08-12_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2020/081220Min.pdf,https://dallastx.new.swagit.com/videos/201934,https://cityofdallas.legistar1.com/cityofdallas/attachments/21aef74c-374c-4f43-b6a8-3a951220a6b8.docx,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
1659,2020-08-12,9:00 AM,City Council,"Council Chambers, City Hall",38426,6.,28,"Authorize acquisition from the Heirs At Law of the estate of Totsie Irene Farley, deceased; the Heirs At Law of the Estate of Marion Adoree Farley Smith, deceased; Caressa Jean Smith Holder, as her interest may appear and the Heirs At Law of the Estate of Frederick Alexander Smith, deceased, as their interest may appear, of approximately 473,497 square feet of land located near the intersection of Master Drive and Old Seagoville Road for the District 5 New Park at Masters Drive Project - Not to exceed $574,000.00 ($568,196.00, plus closing cost and title expenses not to exceed $5,804.00) - Financing: Park and Recreation Facilities (B) Fund (2017 General Obligation Bond Funds)",20-1201,CONSENT AGENDA,Approved,6132,"Authorize acquisition from the Heirs At Law of the estate of Totsie Irene Farley, deceased; the Heirs At Law of the Estate of Marion Adoree Farley Smith, deceased; Caressa Jean Smith Holder, as her interest may appear and the Heirs At Law of the Estate of Frederick Alexander Smith, deceased, as their interest may appear, of approximately 473,497 square feet of land located near the intersection of Master Drive and Old Seagoville Road for the District 5 New Park at Masters Drive Project - Not to exceed $574,000.00 ($568,196.00, plus closing cost and title expenses not to exceed $5,804.00) - Financing: Park and Recreation Facilities (B) Fund (2017 General Obligation Bond Funds)",2020-06-05,20-1128; APPROVED,Department of Sustainable Development and Construction (DEV),Department of Sustainable Development and Construction,1,Socrata Roll Call,,,,,0,6,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2020/8/1659_A_City_Council_20-08-12_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2020/081220Min.pdf,https://dallastx.new.swagit.com/videos/201934,https://cityofdallas.legistar1.com/cityofdallas/attachments/72ddf228-8158-4e52-a37a-cff7108dc7e2.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/1be5b7f4-d25f-4ed2-95e2-b784e3e23f2b.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/3f242f7e-5217-4361-89e8-d9937ee06337.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/bc5013bf-e366-43a4-9b6d-c92bd7b80855.pdf,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
1659,2020-08-12,9:00 AM,City Council,"Council Chambers, City Hall",38431,7.,29,"Authorize a twenty-year license agreement with Oncor Electric Delivery Company, LLC for the non-exclusive use of approximately 1,615 square feet of land located near the intersection of Live Oak and North Pearl Streets for the relocation of utility lines for the period August 1, 2020 through July 31, 2040 - Financing: No cost consideration to the City",20-1281,CONSENT AGENDA,Approved,6212,"Authorize a twenty-year license agreement with Oncor Electric Delivery Company, LLC for the non-exclusive use of approximately 1,615 square feet of land located near the intersection of Live Oak and North Pearl Streets for the relocation of utility lines for the period August 1, 2020 through July 31, 2040 - Financing: No cost consideration to the City",2020-06-22,20-1129; APPROVED,Department of Sustainable Development and Construction (DEV),Department of Sustainable Development and Construction,1,Socrata Roll Call,,,,,0,7,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2020/8/1659_A_City_Council_20-08-12_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2020/081220Min.pdf,https://dallastx.new.swagit.com/videos/201934,https://cityofdallas.legistar1.com/cityofdallas/attachments/dcd7524c-a082-456f-94a1-a71b8a77c7d1.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/3699b93f-503b-4349-971a-c3c4dc55d8f5.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/7b0d8630-d497-4072-a6a1-6ff8713b4e14.pdf,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
1659,2020-08-12,9:00 AM,City Council,"Council Chambers, City Hall",38432,8.,30,"Authorize a twenty-year license agreement with CenturyLink Communications, LLC for the non-exclusive use of approximately 225 square feet of land located near the intersection of Live Oak and North Pearl Streets for the relocation of utility lines for the period August 1, 2020 through July 31, 2040 - Financing: No cost consideration to the City",20-1298,CONSENT AGENDA,Approved,6229,"Authorize a twenty-year license agreement with CenturyLink Communications, LLC for the non-exclusive use of approximately 225 square feet of land located near the intersection of Live Oak and North Pearl Streets for the relocation of utility lines for the period August 1, 2020 through July 31, 2040 - Financing: No cost consideration to the City",2020-06-23,20-1130; APPROVED,Department of Sustainable Development and Construction (DEV),Department of Sustainable Development and Construction,1,Socrata Roll Call,,,,,0,8,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2020/8/1659_A_City_Council_20-08-12_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2020/081220Min.pdf,https://dallastx.new.swagit.com/videos/201934,https://cityofdallas.legistar1.com/cityofdallas/attachments/deaf62ba-a9c7-4894-bbb2-386eec544b90.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/fffaad98-0c34-4f7a-a32c-3b6731903297.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/c1f4bf78-5da9-43e5-9426-9f18a3c7266d.pdf,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
