event_id,event_date,event_time,event_body,event_location,event_item_id,agenda_number,agenda_sequence,title,matter_file,matter_type,matter_status,matter_id,matter_title,matter_intro_date,matter_enactment_number,matter_requester,matter_body_name,passed,vote_type,consent,tally,mover,seconder,roll_call_flag,socrata_item_number,socrata_agenda_info,socrata_final_action,agenda_link,minutes_link,video_link,attachment_links,Adam  Bazaldua,Cara Mendelsohn,Carolyn King Arnold,Chad West,Eric Johnson,Gay Donnell Willis,Jaime Resendez,Jaynie Shultz,Jesse Moreno,Kathy Stewart,Omar Narvaez,Paul Ridley,Paula Blackmon,Tennell  Atkins,Zarin Gracey
,2024-08-07,,City Council,,,1,,"Approval of Minutes of the June 18, 2024 City Council Meeting",,,,,,,,,,1,Socrata Roll Call,,,,,0,1,AGENDA,APPROVED,,http://citysecretary2.dallascityhall.com/pdf/CC2024/080724Min.pdf,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
,2024-08-07,,City Council,,,2,,Consideration of appointments to boards and commissions and the evaluation and duties of board and commission members (List of nominees is available in the City Secretary's Office),,,,,,,,,,1,Socrata Roll Call,,,,,0,2,AGENDA,APPROVED,,http://citysecretary2.dallascityhall.com/pdf/CC2024/080724Min.pdf,,,AWVT,YES,YES,YES,YES,YES,YES,YES,AWVT,YES,YES,YES,YES,YES,YES
,2024-08-07,,City Council,,,3,,"Casting of lots to identify the recommended vendor resulting from tie bids between Living Earth and The Organic Recycler on Group 1 Line 4 in response to bid BY24-00024715 for a three-year master agreement for the purchase of a variety of mulching materials
[The Organic Recycler on [Group 1 Line 4]]",,,,,,,,,,,Socrata Roll Call,,,,,0,3,AGENDA,NO ACTION NEEDED,,http://citysecretary2.dallascityhall.com/pdf/CC2024/080724Min.pdf,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2965,2024-08-14,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",81670,,1,"AGENDA 
CITY COUNCIL MEETING
WEDNESDAY, AUGUST 14, 2024
ORDER OF BUSINESS



",,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2024/8/2965_A_City_Council_24-08-14_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2024/081424Mins.pdf,https://dallastx.new.swagit.com/videos/312377,,,,,,,,,,,,,,,,
3450,2024-08-14,11:05 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",82770,,1,"AGENDA 
CITY COUNCIL SPECIAL CALLED MEETING
WEDNESDAY, AUGUST 14, 2024
ORDER OF BUSINESS



",,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2024/8/3450_A_City_Council_24-08-14_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2024/081424Mins.pdf,https://dallastx.new.swagit.com/videos/312377,,,,,,,,,,,,,,,,
2965,2024-08-14,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",81671,,2,"The City Council meeting will be held by videoconference and in the Council Chambers, 6th Floor at City Hall.    Individuals who wish to speak in accordance with the City Council Rules of Procedure must sign up with the City Secretary’s Office.  

The public may attend the meeting virtually; however, City Hall is available for those wishing to attend the meeting in person. 

The following videoconference link is available to the public to listen to the meeting and Communications, Outreach, and Marketing (COM) will also stream the City Council meeting on Spectrum Cable Channel 16 and bit.ly/cityofdallastv: 
https://dallascityhall.webex.com/dallascityhall/j.php?MTID=m84365bce25a50cdc78292e7ab3f6828b",,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2024/8/2965_A_City_Council_24-08-14_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2024/081424Mins.pdf,https://dallastx.new.swagit.com/videos/312377,,,,,,,,,,,,,,,,
3450,2024-08-14,11:05 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",82771,,2,"The City Council Special Called meeting will be held by videoconference and in the Council Chambers, 6th Floor at City Hall.    Individuals who wish to speak in accordance with the City Council Rules of Procedure must sign up with the City Secretary’s Office.  

The public may attend the meeting virtually; however, City Hall is available for those wishing to attend the meeting in person. 

The following videoconference link is available to the public to listen to the meeting and Communications, Outreach, and Marketing (COM) will also stream the City Council meeting on Spectrum Cable Channel 16 and bit.ly/cityofdallastv: 
https://dallascityhall.webex.com/dallascityhall/j.php?MTID=m37ff886e36772fc68ca44afdd751e0d7",,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2024/8/3450_A_City_Council_24-08-14_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2024/081424Mins.pdf,https://dallastx.new.swagit.com/videos/312377,,,,,,,,,,,,,,,,
2965,2024-08-14,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",81916,,3,RECESS AT 11:00 A.M.,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2024/8/2965_A_City_Council_24-08-14_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2024/081424Mins.pdf,https://dallastx.new.swagit.com/videos/312377,,,,,,,,,,,,,,,,
3450,2024-08-14,11:05 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",82773,,3,CALL TO ORDER,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2024/8/3450_A_City_Council_24-08-14_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2024/081424Mins.pdf,https://dallastx.new.swagit.com/videos/312377,,,,,,,,,,,,,,,,
2965,2024-08-14,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",81672,,4,Public hearings will not be heard before 1:00 p.m.,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2024/8/2965_A_City_Council_24-08-14_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2024/081424Mins.pdf,https://dallastx.new.swagit.com/videos/312377,,,,,,,,,,,,,,,,
