event_id,event_date,event_time,event_body,event_location,event_item_id,agenda_number,agenda_sequence,title,matter_file,matter_type,matter_status,matter_id,matter_title,matter_intro_date,matter_enactment_number,matter_requester,matter_body_name,passed,vote_type,consent,tally,mover,seconder,roll_call_flag,socrata_item_number,socrata_agenda_info,socrata_final_action,agenda_link,minutes_link,video_link,attachment_links,Adam  Bazaldua,Cara Mendelsohn,Carolyn King Arnold,Chad West,Eric Johnson,Gay Donnell Willis,Jaime Resendez,Jaynie Shultz,Jesse Moreno,Kathy Stewart,Omar Narvaez,Paul Ridley,Paula Blackmon,Tennell  Atkins,Zarin Gracey
,2024-10-09,,City Council,,,1,,"Approval of Minutes of the September 25, 2024 City Council Meeting",,,,,,,,,,1,Socrata Roll Call,,,,,0,1,AGENDA,APPROVED,,,,,AWVT,YES,YES,YES,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT
,2024-10-09,,City Council,,,10,,"Authorize (1) the application for and acceptance of a grant from the Motor Vehicle  Crime  Prevention  Authority  (MVCPA)  for  the  FY25 SB224 Catalytic  Converter  Grant  (Grant  No.  224-25-DPD0000)  in  the  amount  of $1,295,074.00 to  provide  a  specialized  proactive automobile theft program for the period September 1, 2024 through August 31, 2025; (2) the  establishment of appropriations in  an amount not to exceed $1,295,074.00 in  the MVCPA  FY25 SB224 Catalytic Converter Grant Fund; (3)  the  receipt  and  deposit  of  funds  in  an  amount not to  exceed $1,295,074.00 in  the  MVCPA  FY25 SB224 Catalytic Converter Grant Fund;  (4)  the disbursement of funds  in an amount not to exceed $1,295,074.00 from  the MVCPA FY25 SB224 Catalytic  Converter  Grant Fund; (5) to provide a local cash match in the amount of $266,252.00; (6) execution of the grant agreement with MVCPA and all terms, conditions, and documents required by the  agreement  - Total not to exceed $1,561,326.00 - Financing: MVCPA FY25 SB224 Catalytic Converter Grant Fund ($1,295,074.00) and General Fund ($266,252.00) (subject to appropriations)",,,,,,,,,,1,Socrata Roll Call,,,,,0,10,AGENDA,APPROVED,,,,,YES,YES,YES,YES,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT
,2024-10-09,,City Council,,,11,,"Authorize a professional services contract with Lockwood, Andrews & Newnam, Inc., to provide engineering and surveying services for flood management and storm drainage system improvements at  4 locations  - Not  to  exceed  $616,214.00 -  Financing:  2024 Certificate  of  Obligation Fund",,,,,,,,,,1,Socrata Roll Call,,,,,0,11,AGENDA,APPROVED,,,,,YES,YES,YES,YES,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT
,2024-10-09,,City Council,,,12,,"Authorize a construction services contract for the installation of water and wastewater mains and extension of water and wastewater mains to unserved areas at 21 locations (list attached to the Agenda Information Sheet) - Douglas Dailey Construction, LLC, lowest responsible bidder of four - Not to exceed $12,849,656.60 - Financing: Water Capital Improvement F Fund ($2,000,000.00), Water Construction Fund ($2,127,690.46), Wastewater Capital Improvement F Fund ($2,718,488.81) and ARPA Redevelopment Fund ($6,003,477.33)",,,,,,,,,,1,Socrata Roll Call,,,,,0,12,AGENDA,APPROVED,,,,,YES,YES,YES,YES,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT
,2024-10-09,,City Council,,,13,,"Authorize (1) designation of the Texas Department of Transportation to serve as an agent for the City of Dallas for the purposes of applying, receiving and disbursing all Bipartisan Infrastructure Law Funds and the administration of contracts necessary for implementation of the Airport Layout Plan Update and drainage study narrative at the Dallas Executive Airport; and (2) the City of Dallas to match 10 percent ($95,000.00) of the estimated total project cost of $950,000.00 upon receipt of grant funds - Total amount of $95,000.00 - Financing: Aviation Fund",,,,,,,,,,1,Socrata Roll Call,,,,,0,13,AGENDA,APPROVED,,,,,YES,YES,YES,YES,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT
,2024-10-09,,City Council,,,14,,"Authorize an amendment to Resolution No. 23-1587, previously approved on November 8, 2023 for the application for and acceptance of the FY 2024 grant (Grant No. M2418DLEX) from the Texas Department of Transportation (TxDOT) Aviation Division for the annual Routine Airport Maintenance Program (RAMP) at Dallas Executive Airport to (1) modify the  City�s  anticipated  grant  to  be at  90 percent  of  eligible  costs  or $100,000.00, whichever is less; (2) remove the local cash match requirement in the amount of $10,000.00; (3) modify the establishment of appropriations  from  $90,000.00 to  the  amount  of  $100,000.00 in  the TxDOT 2024 Routine Airport Maintenance Program - RAMP Dallas Executive Airport Project Fund; and (4) modify the receipt and deposit of funds from $90,000.00 to the amount of $100,000.00 for reimbursement from TxDOT in the TxDOT 2024 Routine Airport Maintenance Program - RAMP Dallas Executive Airport Project Fund - Total amount of $100,000.00 - Financing: Texas Department of Transportation Grant Funds",,,,,,,,,,1,Socrata Roll Call,,,,,0,14,AGENDA,APPROVED,,,,,YES,YES,YES,YES,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT
,2024-10-09,,City Council,,,15,,"Authorize   an   amendment   to   Resolution   No.    23-1588,   previously   approved on   November   8,   2023 for   the   application   for   and   acceptance   of   the   FY 2024 grant (Grant  No. M2418DCBD)  from  the  Texas Department  of Transportation    (TxDOT)    Aviation    Division    for  the  Annual  Routine Airport Maintenance   Program   (RAMP)  at   Dallas  CBD   Vertiport   to   (1)   modify   the City�s  anticipated     grant     to    be    at  90 percent  of  eligible  costs  or $100,000.00,  whichever   is     less;     (2)  remove   the  local  cash     match requirement   in   the   amount   of   $10,000.00;   (3)   modify   the   establishment   of appropriations  from   $90,000.00 to  the  amount  of  $100,000.00 in   the TxDOT 2024 Routine Airport  Maintenance  Program - RAMP    Dallas    CBD Vertiport   Project   Fund;   and    (4)   modify   the   receipt   and   deposit   of   funds from    $90,000.00 to    the    amount    of    $100,000.00 for    reimbursement    from TxDOT   in   the   TxDOT   2024 Routine   Airport   Maintenance Program - RAMP Dallas CBD Vertiport  Project Fund  -  Total  amount  of   $100,000.00 - Financing: Texas Department of Transportation Grant Funds",,,,,,,,,,1,Socrata Roll Call,,,,,0,15,AGENDA,APPROVED,,,,,YES,YES,YES,YES,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT
,2024-10-09,,City Council,,,16,,"An ordinance abandoning portions of two water easements to Equinix LLC, the abutting owner, containing a total of approximately 1,809 square feet of land, located near the intersection of Oak Lawn Avenue and Stemmons  Freeway - Revenue: General Fund $11,150.00, plus the$20.00 ordinance publication fee",,,,,,,,,,1,Socrata Roll Call,,,,,0,16,AGENDA,APPROVED,,,,,YES,YES,YES,YES,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT
,2024-10-09,,City Council,,,17,,"Authorize a three-year cooperative purchasing agreement for cybersecurity products, firewall support, comprehensive maintenance and support, and advanced threat prevention licenses for the Department of Information and Technology  Services  with  Netsync  Network  Solutions, Inc.  through the Texas Department of Information Resources Cooperative Agreement Contract  No.  DIR-CPO-4866 - Not to exceed $171,002.00 - Financing: Data Services Fund (subject to annual appropriations)",,,,,,,,,,1,Socrata Roll Call,,,,,0,17,AGENDA,APPROVED,,,,,YES,YES,YES,YES,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT
,2024-10-09,,City Council,,,18,,"Authorize a one-year Indefinite Delivery/Indefinite Quantity service price agreement with FCC Environmental Services Texas LLC dba Premier Waste Services, LLC for waste collection, disposal, and container rental services at various city facilities for the Department of Sanitation Services -  Estimated  amount  of  $800,000.00 -  Financing:  Sanitation  Operation Fund",,,,,,,,,,1,Socrata Roll Call,,,,,0,18,AGENDA,APPROVED,,,,,YES,YES,YES,YES,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT
