event_id,event_date,event_time,event_body,event_location,event_item_id,agenda_number,agenda_sequence,title,matter_file,matter_type,matter_status,matter_id,matter_title,matter_intro_date,matter_enactment_number,matter_requester,matter_body_name,passed,vote_type,consent,tally,mover,seconder,roll_call_flag,socrata_item_number,socrata_agenda_info,socrata_final_action,agenda_link,minutes_link,video_link,attachment_links,Adam  Medrano,Adam Bazaldua,B. Adam McGough,Cara Mendelsohn,Carolyn King Arnold,Casey Thomas II,Chad West,David Blewett,Eric Johnson,Jaime Resendez,Jennifer S.  Gates,Lee M. Kleinman,Omar Narvaez,Paula Blackmon,Tennell Atkins
,2020-04-01,,City Council,,,1,,"Approval of Minutes of the March 4, 2020 City Council Briefing and March 18, 2020 Special Called Meeting",,,,,,,,,,1,Socrata Roll Call,,,,,0,1,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2020/040120MIn.pdf,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
,2020-04-01,,City Council,,,2,,Consideration of appointments to boards and commissions and the evaluation and duties of board and commission members (List of nominees is available in the City Secretary's Office),,,,,,,,,,1,Socrata Roll Call,,,,,0,2,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2020/040120MIn.pdf,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
,2020-04-15,,City Council,,,1,,"Approval of Minutes of the April 1, 2020 City Council Briefing",,,,,,,,,,1,Socrata Roll Call,,,,,0,1,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2020/041520MIn.pdf,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
,2020-04-15,,City Council,,,2,,Consideration of appointments to boards and commissions and the evaluation and duties of board and commission members (List of nominees is available in the City Secretary's Office),,,,,,,,,,1,Socrata Roll Call,,,,,0,2,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2020/041520MIn.pdf,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
,2020-04-15,,City Council,,,3,,"Authorize  (1) preliminary  adoption of  the  FY 2020-21 HUD Consolidated Plan  Budget  for  U.S. Department of  Housing  and  Urban Development (HUD) Grant Funds in an estimated amount of $30,899,627 for the following programs and estimated amounts: (a) Community Development Block Grant  (CDBG) in the amount of $15,128,844; (b) HOME Investment Partnerships Program (HOME)  in the  amount of  $6,002,186;  (c)  Emergency Solutions Grant (ESG) in the amount of  $1,291,448; (d)  Housing  Opportunities  for Persons  with  AIDS  (HOPWA)  in  the  amount  of  $7,477,149;  and  (e) estimated Program Income in  the  amount of $1,000,000; (2) preliminary adoption of the Coronavirus Aid, Relief, and Economic Security (CARES) Act Relief Funds, No. 1 from HUD  in  the  amount  of $14,441,209 for the following programs: (a) CDBG in the amount of $8,899,802; (b) ESG in the amount of $4,453,269; and (c) HOPWA in the  amount  of  $1,088,138;  (3)  p r e l i m i n a r y a d o p t i o n o f t h e F Y 2 0 1 9 - 2 0 S u b s t a n t i a l Amendment/Reprogramming  Budget  No. 2 in the amount of $4,190,385; (4) an amendment to the City�s Citizen Participation Plan to be consistent with expedited procedures for public review and comment period provided in  the CARES Act, from no less  than 30 days  to  no  less than  5 days; and (5) a public hearing to be held on April  22, 2020 to  receive  comments  on  the  proposed use of funds - Financing:  No cost consideration to the City",,,,,,,,,,1,Socrata Roll Call,,,,,0,3,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2020/041520MIn.pdf,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES
,2020-05-06,,City Council,,,1,,"Approval of Minutes of the April 15, 2020 City Council Briefing",,,,,,,,,,1,Socrata Roll Call,,,,,0,1,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2020/050620MIn.pdf,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
,2020-05-06,,City Council,,,2,,Consideration of appointments to boards and commissions and the evaluation and duties of board and commission members (List of nominees is available in the City Secretary's Office),,,,,,,,,,,Socrata Roll Call,,,,,0,2,AGENDA,NO ACTION NEEDED,,https://citysecretary2.dallascityhall.com/pdf/CC2020/050620MIn.pdf,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1831,2020-05-27,9:00 AM,City Council,"Council Chambers, City Hall",37247,1.,16,"Approval of Minutes of the May 13, 2020 City Council Meeting",20-929,VOTING AGENDA,Approved,5861,"Approval of Minutes of the May 13, 2020 City Council Meeting",2020-05-04,20-0802; APPROVED,N/A,City Manager's Office,1,Socrata Roll Call,,,,,0,1,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2020/5/1831_A_City_Council_20-05-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2020/052720MIn.pdf,https://dallastx.new.swagit.com/videos/201929,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
1831,2020-05-27,9:00 AM,City Council,"Council Chambers, City Hall",37251,2.,19,"A resolution authorizing the (1) execution of the Third Amendment to Revolving Credit Agreement with Bank of America, N.A.; (2) execution of the Third Amendment to Revolving Credit Agreement with State Street Bank and Trust Company; all in support of the City of Dallas, Texas Waterworks and Sewer System Commercial Paper Notes, Series D; and (3) execution of agreements pertaining thereto and resolving other matters related thereto, for a six-month extension from June 30, 2020 through December 30, 2020 - Not to exceed $719,000 - Financing: Dallas Water Utilities Fund (subject to annual appropriations)",20-907,CONSENT AGENDA,Approved,5840,"A resolution authorizing the (1) execution of the Third Amendment to Revolving Credit Agreement with Bank of America, N.A.; (2) execution of the Third Amendment to Revolving Credit Agreement with State Street Bank and Trust Company; all in support of the City of Dallas, Texas Waterworks and Sewer System Commercial Paper Notes, Series D; and (3) execution of agreements pertaining thereto and resolving other matters related thereto, for a six-month extension from June 30, 2020 through December 30, 2020 - Not to exceed $719,000 - Financing: Dallas Water Utilities Fund (subject to annual appropriations)",2020-05-01,20-0804; APPROVED,City Controller's Office (CCO),City Controller's Office,1,Socrata Roll Call,,,,,0,2,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2020/5/1831_A_City_Council_20-05-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2020/052720MIn.pdf,https://dallastx.new.swagit.com/videos/201929,https://cityofdallas.legistar1.com/cityofdallas/attachments/fb7d95a7-9c2e-4221-bcf7-9d55404a0482.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/77a05c67-23c4-45e4-bc62-a561f6137f50.docx,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
1831,2020-05-27,9:00 AM,City Council,"Council Chambers, City Hall",37252,3.,20,"A resolution authorizing the (1) execution of the Third Amendment to Revolving Credit Agreement with JPMorgan Chase, National Association; in support of the City of Dallas, Texas Waterworks and Sewer System Commercial Paper Notes, Series E; and (2) the execution of agreements pertaining thereto and resolving other matters related thereto for a nine-month extension from June 30, 2020 to March 31, 2021 - Not to exceed $830,500 - Financing: Dallas Water Utilities Fund (subject to annual appropriations)",20-908,CONSENT AGENDA,Corrected; Approved as an Individual Item,5841,"A resolution authorizing the (1) execution of the Third Amendment to Revolving Credit Agreement with JPMorgan Chase, National Association; in support of the City of Dallas, Texas Waterworks and Sewer System Commercial Paper Notes, Series E; and (2) the execution of agreements pertaining thereto and resolving other matters related thereto for a nine-month extension from June 30, 2020 to March 31, 2021 - Not to exceed $830,500 - Financing: Dallas Water Utilities Fund (subject to annual appropriations)",2020-05-01,20-0805; CORRECTED; APPROVED AS AN INDIVIDUAL ITEM,City Controller's Office (CCO),City Controller's Office,1,Socrata Roll Call,,,,,0,3,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2020/5/1831_A_City_Council_20-05-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2020/052720MIn.pdf,https://dallastx.new.swagit.com/videos/201929,https://cityofdallas.legistar1.com/cityofdallas/attachments/556f6be5-d01a-49e0-9805-d6c1dc45d343.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/ab040d62-3813-47e1-b2d9-733703a279bb.docx,YES,YES,YES,YES,YES,YES,YES,YES,ABST,YES,YES,YES,YES,YES,YES
