event_id,event_date,event_time,event_body,event_location,event_item_id,agenda_number,agenda_sequence,title,matter_file,matter_type,matter_status,matter_id,matter_title,matter_intro_date,matter_enactment_number,matter_requester,matter_body_name,passed,vote_type,consent,tally,mover,seconder,roll_call_flag,socrata_item_number,socrata_agenda_info,socrata_final_action,agenda_link,minutes_link,video_link,attachment_links,Adam Bazaldua,Adam McGough,Cara Mendelsohn,Carolyn King  Arnold,Casey Thomas II,Chad West,Eric Johnson,Gay Donnell Willis,Jaime Resendez,Jaynie Shultz,Jesse Moreno,Omar Narvaez,Paul Ridley,Paula Blackmon,Tennell Atkins
2526,2023-01-11,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",61597,1.,17,"Approval of Minutes of the December 14, 2022 City Council Meeting",23-17,VOTING AGENDA,Approved,12633,"Approval of Minutes of the December 14, 2022 City Council Meeting",2022-11-28,23-0102; APPROVED,City Secretary's Office (SEC),City Secretary's Office,1,Socrata Roll Call,,,,,0,1,AGENDA,APPROVED,,http://citysecretary2.dallascityhall.com/pdf/CC2023/011123Min.pdf,https://dallastx.new.swagit.com/videos/201985,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,ABSNT
2526,2023-01-11,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",61600,2.,20,"Authorize a one-year service contract, with a one-year renewal option for emergency plumbing repairs and other services at City facilities with TDIndustries, Inc. through The National Cooperative Purchasing Alliance Contract No. 02-54 - Not to exceed $500,000.00 - Financing:  General Fund ($400,000.00) and Capital Construction Fund ($100,000.00) (subject to annual appropriations)",23-5,CONSENT AGENDA,Approved,12402,"Authorize a one-year service contract, with a one-year renewal option for emergency plumbing repairs and other services at City facilities with TDIndustries, Inc. through The National Cooperative Purchasing Alliance Contract No. 02-54 - Not to exceed $500,000.00 - Financing:  General Fund ($400,000.00) and Capital Construction Fund ($100,000.00) (subject to annual appropriations)",2022-10-27,23-0104; APPROVED,Building Services Department (BSD),Building Services Department,1,Socrata Roll Call,,,,,0,2,AGENDA,APPROVED,,http://citysecretary2.dallascityhall.com/pdf/CC2023/011123Min.pdf,https://dallastx.new.swagit.com/videos/201985,https://cityofdallas.legistar1.com/cityofdallas/attachments/779b6250-544a-4b54-8bf8-4e67fbe4ff77.docx,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,ABSNT
2526,2023-01-11,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",61721,3.,22,"Authorize settlement of the lawsuit styled Southwestern Bell Telephone Company d/b/a AT&T Texas v. City of Dallas, Cause No. DC-22-05352 - Not to exceed $29,500.00 for the settlement of the property damage claims of Southwestern Bell Telephone Company d/b/a AT&T Texas - Financing:  Liability Reserve Fund",23-117,CONSENT AGENDA,Approved,12843,"Authorize settlement of the lawsuit styled Southwestern Bell Telephone Company d/b/a AT&T Texas v. City of Dallas, Cause No. DC-22-05352 - Not to exceed $29,500.00 for the settlement of the property damage claims of Southwestern Bell Telephone Company d/b/a AT&T Texas - Financing:  Liability Reserve Fund",2022-12-20,23-0105; APPROVED,City Attorney's Office (ATT),City Attorney's Office,1,Socrata Roll Call,,,,,0,3,AGENDA,APPROVED,,http://citysecretary2.dallascityhall.com/pdf/CC2023/011123Min.pdf,https://dallastx.new.swagit.com/videos/201985,https://cityofdallas.legistar1.com/cityofdallas/attachments/50f38960-820f-4379-88e7-2d1b9a39c205.docx,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,ABSNT
2526,2023-01-11,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",61604,4.,24,"A resolution authorizing (1) an increase in the joint election agreement and election services contract between the City of Dallas and Collin County for the November 8, 2022 special election in an amount not to exceed $5,047.47, from $50,246.94 to $55,294.41; and (2) a reimbursement of funding in an amount not to exceed $5,047.47 from the Convention center Capital Construction Fund to the General Fund - Not to exceed $5,047.47, from $50,246.94 to $55,294.41 - Financing:  Convention Center Capital Construction Fund (see Fiscal Information)",23-109,CONSENT AGENDA,Approved,12835,"A resolution authorizing (1) an increase in the joint election agreement and election services contract between the City of Dallas and Collin County for the November 8, 2022 special election in an amount not to exceed $5,047.47, from $50,246.94 to $55,294.41; and (2) a reimbursement of funding in an amount not to exceed $5,047.47 from the Convention center Capital Construction Fund to the General Fund - Not to exceed $5,047.47, from $50,246.94 to $55,294.41 - Financing:  Convention Center Capital Construction Fund (see Fiscal Information)",2022-12-19,23-0106; APPROVED,City Secretary's Office (SEC),City Secretary's Office,1,Socrata Roll Call,,,,,0,4,AGENDA,APPROVED,,http://citysecretary2.dallascityhall.com/pdf/CC2023/011123Min.pdf,https://dallastx.new.swagit.com/videos/201985,https://cityofdallas.legistar1.com/cityofdallas/attachments/e974b265-d26f-44a3-b1fb-3bb727b5364b.docx,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,ABSNT
2526,2023-01-11,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",61610,5.,27,"An ordinance correcting (1) Specific Use Permit No. 472, amended by Ordinance No. 32030; (2) Planned Development District No. 714, the West Commerce Street/Fort Worth Avenue Special Purpose District, amended by Ordinance No. 32104; and (3) Chapter 51A Dallas Development Code, Division 51A-4.1100 Mixed-Income Housing, amended by Ordinance No. 32210 - Financing: No cost consideration to the City",23-100,CONSENT AGENDA,Approved as an Individual Item,12826,"An ordinance correcting (1) Specific Use Permit No. 472, amended by Ordinance No. 32030; (2) Planned Development District No. 714, the West Commerce Street/Fort Worth Avenue Special Purpose District, amended by Ordinance No. 32104; and (3) Chapter 51A Dallas Development Code, Division 51A-4.1100 Mixed-Income Housing, amended by Ordinance No. 32210 - Financing: No cost consideration to the City",2022-12-19,"23-0107; APPROVED AS AN INDIVIDUAL ITEM; ORDINANCE 32377, 32378 AND 32379",Department of Planning and Urban Design (PNV),Department of Planning and Urban Design,1,Socrata Roll Call,,,,,0,5,AGENDA,APPROVED,,http://citysecretary2.dallascityhall.com/pdf/CC2023/011123Min.pdf,https://dallastx.new.swagit.com/videos/201985,https://cityofdallas.legistar1.com/cityofdallas/attachments/c86c1ca3-51d8-46ed-9e53-b290804eaa55.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/07fdebd0-32b5-4905-9456-1bda54f910cb.pdf,YES,YES,YES,YES,ABST,YES,YES,YES,YES,YES,YES,YES,YES,YES,ABSNT
2526,2023-01-11,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",61612,6.,29,"An ordinance granting a private license to NTHP Manderville, Inc. for the use of a total of approximately 7,162 square feet of land to install, maintain, and utilize an electrical conduit, thirteen trees, seven light fixtures, five benches, and landscape and irrigation on a portion of Manderville Lane right-of-way located near its intersection with Blair Road - Revenue: General Fund $9,939.00 annually, and $400.00 one-time fee, plus the $20.00 ordinance publication fee",23-1,CONSENT AGENDA,Approved,11733,"An ordinance granting a private license to NTHP Manderville, Inc. for the use of a total of approximately 7,162 square feet of land to install, maintain, and utilize an electrical conduit, thirteen trees, seven light fixtures, five benches, and landscape and irrigation on a portion of Manderville Lane right-of-way located near its intersection with Blair Road - Revenue: General Fund $9,939.00 annually, and $400.00 one-time fee, plus the $20.00 ordinance publication fee",2022-08-17,23-0108; APPROVED; ORDINANCE 32380,Department of Public Works (PBW),Department of Public Works,1,Socrata Roll Call,,,,,0,6,AGENDA,APPROVED,,http://citysecretary2.dallascityhall.com/pdf/CC2023/011123Min.pdf,https://dallastx.new.swagit.com/videos/201985,https://cityofdallas.legistar1.com/cityofdallas/attachments/34c17fe1-da71-4a47-92e9-5ed6009a07a3.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/c9f00d8e-1003-4805-bcc5-2b8903418676.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/60cb21ce-6af2-4938-9f77-824703662a31.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/eaf74786-62f1-4ee3-bdcb-898e2b24363a.pdf,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,ABSNT
2526,2023-01-11,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",61618,7.,30,"Authorize an Advance Funding Agreement with the Texas Department of Transportation (TxDOT) (CSJ No. 0261-03-070, CFDA No. 20.205) for the TxDOT Green Ribbon Program Project to provide landscape planting and irrigation improvements on U.S. Highway 67 at Camp Wisdom Road - Financing: No cost consideration to the City",23-14,CONSENT AGENDA,Approved,12593,"Authorize an Advance Funding Agreement with the Texas Department of Transportation (TxDOT) (CSJ No. 0261-03-070, CFDA No. 20.205) for the TxDOT Green Ribbon Program Project to provide landscape planting and irrigation improvements on U.S. Highway 67 at Camp Wisdom Road - Financing: No cost consideration to the City",2022-11-17,23-0109; APPROVED,Department of Public Works (PBW),Department of Public Works,1,Socrata Roll Call,,,,,0,7,AGENDA,APPROVED,,http://citysecretary2.dallascityhall.com/pdf/CC2023/011123Min.pdf,https://dallastx.new.swagit.com/videos/201985,https://cityofdallas.legistar1.com/cityofdallas/attachments/5c3c3be9-b80c-4783-a229-1d2cb46c4cb3.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/a1c80cba-ad12-4dfb-929b-a367315fa448.docx,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,ABSNT
2526,2023-01-11,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",61613,8.,31,"Authorize (1) a construction services contract for the Service Maintenance Area 1 - 2023 Improved Alley Maintenance Project (list attached to the Agenda Information Sheet) - Talbran Enterprises, LLC, lowest responsible bidder of four; and (2) an increase in appropriations in an amount not to exceed $6,400,000.00 in the Street and Alley Improvement Fund - Not to exceed $630,404.37 - Financing: Street and Alley Improvement Fund (subject to annual appropriation)",23-6,CONSENT AGENDA,Approved,12465,"Authorize (1) a construction services contract for the Service Maintenance Area 1 - 2023 Improved Alley Maintenance Project (list attached to the Agenda Information Sheet) - Talbran Enterprises, LLC, lowest responsible bidder of four; and (2) an increase in appropriations in an amount not to exceed $6,400,000.00 in the Street and Alley Improvement Fund - Not to exceed $630,404.37 - Financing: Street and Alley Improvement Fund (subject to annual appropriation)",2022-11-03,23-0110; APPROVED,Department of Public Works (PBW),Department of Public Works,1,Socrata Roll Call,,,,,0,8,AGENDA,APPROVED,,http://citysecretary2.dallascityhall.com/pdf/CC2023/011123Min.pdf,https://dallastx.new.swagit.com/videos/201985,https://cityofdallas.legistar1.com/cityofdallas/attachments/e16ac3ba-a7ac-467d-ac19-b0e2ef17aba1.docx|https://cityofdallas.legistar1.com/cityofdallas/attachments/47912d49-b696-4136-8a55-ad9da62a8af5.docx|https://cityofdallas.legistar1.com/cityofdallas/attachments/8a41b5b5-cf80-4a09-953d-d20b4a45af4c.pdf,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,ABSNT
2526,2023-01-11,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",61614,9.,32,"Authorize a construction services contract for the Service Maintenance Area 2 - 2023 Improved Alley Maintenance Project (list attached to the Agenda Information Sheet) - Talbran Enterprises, LLC, lowest responsible bidder of four - Not to exceed $630,404.37 - Financing: Street and Alley Improvement Fund (subject to annual appropriation)",23-7,CONSENT AGENDA,Approved,12466,"Authorize a construction services contract for the Service Maintenance Area 2 - 2023 Improved Alley Maintenance Project (list attached to the Agenda Information Sheet) - Talbran Enterprises, LLC, lowest responsible bidder of four - Not to exceed $630,404.37 - Financing: Street and Alley Improvement Fund (subject to annual appropriation)",2022-11-03,23-0111; APPROVED,Department of Public Works (PBW),Department of Public Works,1,Socrata Roll Call,,,,,0,9,AGENDA,APPROVED,,http://citysecretary2.dallascityhall.com/pdf/CC2023/011123Min.pdf,https://dallastx.new.swagit.com/videos/201985,https://cityofdallas.legistar1.com/cityofdallas/attachments/7aca9328-b30e-43f9-8718-65dd31dbdf01.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/1dce31ac-96cc-4df4-8828-f65602c4708c.docx|https://cityofdallas.legistar1.com/cityofdallas/attachments/adfe716f-6706-4e26-9ae3-3ae106fc399e.docx,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,ABSNT
2526,2023-01-11,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",61615,10.,33,"Authorize a construction services contract for the Service Maintenance Area 3 - 2023 Improved Alley Maintenance Project (list attached to the Agenda Information Sheet) - Talbran Enterprises, LLC, lowest responsible bidder of four - Not to exceed $630,404.37 - Financing: Street and Alley Improvement Fund (subject to annual appropriation)",23-8,CONSENT AGENDA,Approved,12467,"Authorize a construction services contract for the Service Maintenance Area 3 - 2023 Improved Alley Maintenance Project (list attached to the Agenda Information Sheet) - Talbran Enterprises, LLC, lowest responsible bidder of four - Not to exceed $630,404.37 - Financing: Street and Alley Improvement Fund (subject to annual appropriation)",2022-11-03,23-0112; APPROVED,Department of Public Works (PBW),Department of Public Works,1,Socrata Roll Call,,,,,0,10,AGENDA,APPROVED,,http://citysecretary2.dallascityhall.com/pdf/CC2023/011123Min.pdf,https://dallastx.new.swagit.com/videos/201985,https://cityofdallas.legistar1.com/cityofdallas/attachments/ba4bf6ce-83b6-4e0d-813e-65e4caaf14af.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/9c18286a-b21d-4710-be15-8b6b356c4429.docx|https://cityofdallas.legistar1.com/cityofdallas/attachments/7fbd0aa3-4fea-4d2b-84e7-f133c7ddb5c2.docx,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,ABSNT
