event_id,event_date,event_time,event_body,event_location,event_item_id,agenda_number,agenda_sequence,title,matter_file,matter_type,matter_status,matter_id,matter_title,matter_intro_date,matter_enactment_number,matter_requester,matter_body_name,passed,vote_type,consent,tally,mover,seconder,roll_call_flag,socrata_item_number,socrata_agenda_info,socrata_final_action,agenda_link,minutes_link,video_link,attachment_links,Adam  Medrano,Adam Bazaldua,B. Adam McGough,Cara Mendelsohn,Carolyn King Arnold,Casey Thomas II,Chad West,David Blewett,Eric Johnson,Jaime Resendez,Jennifer S.  Gates,Lee M. Kleinman,Omar Narvaez,Paula Blackmon,Tennell Atkins
,2020-04-01,,City Council,,,1,,"Approval of Minutes of the March 4, 2020 City Council Briefing and March 18, 2020 Special Called Meeting",,,,,,,,,,1,Socrata Roll Call,,,,,0,1,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2020/040120MIn.pdf,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
,2020-04-01,,City Council,,,2,,Consideration of appointments to boards and commissions and the evaluation and duties of board and commission members (List of nominees is available in the City Secretary's Office),,,,,,,,,,1,Socrata Roll Call,,,,,0,2,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2020/040120MIn.pdf,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
1647,2020-04-08,9:00 AM,City Council,"Council Chambers, City Hall",35835,,1,"AGENDA 
CITY COUNCIL MEETING
WEDNESDAY, APRIL 8, 2020
ORDER OF BUSINESS

The City Council meeting will be held by videoconference.  Individuals who wish to speak in accordance with the City Council Rules of Procedure must sign up with the City Secretary’s Office.  The following videoconference link is available to the public  to listen to the meeting and Public Affairs and Outreach will also stream the City Council meeting on Spectrum Cable Channel 95 and bit.ly/cityofdallastv:    
https://dallascityhall.webex.com/dallascityhall/onstage/g.php?MTID=e419dfba87205ed8161631cc3fb6f453a
",,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2020/4/1647_A_City_Council_20-04-08_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2020/040820MIn.pdf,https://dallastx.new.swagit.com/videos/201926,,,,,,,,,,,,,,,,
1647,2020-04-08,9:00 AM,City Council,"Council Chambers, City Hall",35836,,2,Agenda items for which individuals have registered to speak will be considered no earlier than the time indicated below:,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2020/4/1647_A_City_Council_20-04-08_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2020/040820MIn.pdf,https://dallastx.new.swagit.com/videos/201926,,,,,,,,,,,,,,,,
1647,2020-04-08,9:00 AM,City Council,"Council Chambers, City Hall",35837,9:00 a.m.,3,INVOCATION AND PLEDGE OF ALLEGIANCE,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2020/4/1647_A_City_Council_20-04-08_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2020/040820MIn.pdf,https://dallastx.new.swagit.com/videos/201926,,,,,,,,,,,,,,,,
1647,2020-04-08,9:00 AM,City Council,"Council Chambers, City Hall",35838,,4,               OPEN MICROPHONE,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2020/4/1647_A_City_Council_20-04-08_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2020/040820MIn.pdf,https://dallastx.new.swagit.com/videos/201926,,,,,,,,,,,,,,,,
1647,2020-04-08,9:00 AM,City Council,"Council Chambers, City Hall",35839,,5,               MINUTES,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2020/4/1647_A_City_Council_20-04-08_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2020/040820MIn.pdf,https://dallastx.new.swagit.com/videos/201926,,,,,,,,,,,,,,,,
1647,2020-04-08,9:00 AM,City Council,"Council Chambers, City Hall",35840,,6,                 CONSENT AGENDA,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2020/4/1647_A_City_Council_20-04-08_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2020/040820MIn.pdf,https://dallastx.new.swagit.com/videos/201926,,,,,,,,,,,,,,,,
1647,2020-04-08,9:00 AM,City Council,"Council Chambers, City Hall",35841,9:15 a.m.,7,ITEMS FOR INDIVIDUAL CONSIDERATION,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2020/4/1647_A_City_Council_20-04-08_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2020/040820MIn.pdf,https://dallastx.new.swagit.com/videos/201926,,,,,,,,,,,,,,,,
1647,2020-04-08,9:00 AM,City Council,"Council Chambers, City Hall",36463,,8,ADDITIONS,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2020/4/1647_A_City_Council_20-04-08_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2020/040820MIn.pdf,https://dallastx.new.swagit.com/videos/201926,,,,,,,,,,,,,,,,
