event_id,event_date,event_time,event_body,event_location,event_item_id,agenda_number,agenda_sequence,title,matter_file,matter_type,matter_status,matter_id,matter_title,matter_intro_date,matter_enactment_number,matter_requester,matter_body_name,passed,vote_type,consent,tally,mover,seconder,roll_call_flag,socrata_item_number,socrata_agenda_info,socrata_final_action,agenda_link,minutes_link,video_link,attachment_links,Adam Bazaldua,Adam McGough,Cara Mendelsohn,Carolyn King  Arnold,Casey Thomas II,Chad West,Eric Johnson,Gay Donnell Willis,Jaime Resendez,Jaynie Shultz,Jesse Moreno,Omar Narvaez,Paul Ridley,Paula Blackmon,Tennell Atkins
2099,2022-08-10,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",55095,,1,"AGENDA 
CITY COUNCIL MEETING
WEDNESDAY, AUGUST 10, 2022
ORDER OF BUSINESS

The City Council meeting will be held by videoconference and in the Council Chambers, 6th Floor at City Hall.    Individuals who wish to speak in accordance with the City Council Rules of Procedure must sign up with the City Secretary’s Office.  

The public is encouraged to attend the meeting virtually; however, City Hall is available for those wishing to attend the meeting in person following all current pandemic-related public health protocols. 

The following videoconference link is available to the public to listen to the meeting and Public Affairs and Outreach will also stream the City Council meeting on Spectrum Cable Channel 16 and bit.ly/cityofdallastv: https://dallascityhall.webex.com/dallascityhall/j.php?MTID=m352fca277d0bf461c9c0a235b9a1d287",,,,,,,,,,,,,,,,0,,,,,https://citysecretary2.dallascityhall.com/pdf/CC2022/081022Min.pdf,https://dallastx.new.swagit.com/videos/201976,,,,,,,,,,,,,,,,
2099,2022-08-10,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",55096,,2,Public hearings will not be heard before 1:00 p.m.,,,,,,,,,,,,,,,,0,,,,,https://citysecretary2.dallascityhall.com/pdf/CC2022/081022Min.pdf,https://dallastx.new.swagit.com/videos/201976,,,,,,,,,,,,,,,,
2099,2022-08-10,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",55097,,3,INVOCATION AND PLEDGE OF ALLEGIANCE,,,,,,,,,,,,,,,,0,,,,,https://citysecretary2.dallascityhall.com/pdf/CC2022/081022Min.pdf,https://dallastx.new.swagit.com/videos/201976,,,,,,,,,,,,,,,,
2099,2022-08-10,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",55098,,4,OPEN MICROPHONE,,,,,,,,,,,,,,,,0,,,,,https://citysecretary2.dallascityhall.com/pdf/CC2022/081022Min.pdf,https://dallastx.new.swagit.com/videos/201976,,,,,,,,,,,,,,,,
2099,2022-08-10,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",55099,,5,MINUTES,,,,,,,,,,,,,,,,0,,,,,https://citysecretary2.dallascityhall.com/pdf/CC2022/081022Min.pdf,https://dallastx.new.swagit.com/videos/201976,,,,,,,,,,,,,,,,
2099,2022-08-10,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",55100,,6,CONSENT AGENDA,,,,,,,,,,,,,,,,0,,,,,https://citysecretary2.dallascityhall.com/pdf/CC2022/081022Min.pdf,https://dallastx.new.swagit.com/videos/201976,,,,,,,,,,,,,,,,
2099,2022-08-10,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",55494,,7,DELETIONS,,,,,,,,,,,,,,,,0,,,,,https://citysecretary2.dallascityhall.com/pdf/CC2022/081022Min.pdf,https://dallastx.new.swagit.com/videos/201976,,,,,,,,,,,,,,,,
2099,2022-08-10,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",55102,,8,ITEMS FOR INDIVIDUAL CONSIDERATION,,,,,,,,,,,,,,,,0,,,,,https://citysecretary2.dallascityhall.com/pdf/CC2022/081022Min.pdf,https://dallastx.new.swagit.com/videos/201976,,,,,,,,,,,,,,,,
2099,2022-08-10,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",55495,,9,ADDITIONS,,,,,,,,,,,,,,,,0,,,,,https://citysecretary2.dallascityhall.com/pdf/CC2022/081022Min.pdf,https://dallastx.new.swagit.com/videos/201976,,,,,,,,,,,,,,,,
2099,2022-08-10,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",55104,,10,ZONING,,,,,,,,,,,,,,,,0,,,,,https://citysecretary2.dallascityhall.com/pdf/CC2022/081022Min.pdf,https://dallastx.new.swagit.com/videos/201976,,,,,,,,,,,,,,,,
